,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
69025,0.009965174,36,0,0.199746755,3158.0,4,0,0,0,1.0
78467,0.075982067,52,0,0.820362965,3250.0,13,0,2,0,2.0
110044,0.081859406,46,0,0.210473691,8000.0,9,0,1,0,0.0
148610,0.917027657,27,0,0.260782634,3500.0,4,0,0,0,1.0
106097,0.7396464970000001,45,0,0.178364327,5000.0,5,0,1,0,0.0
112706,0.502590674,35,0,0.045513824,7667.0,5,0,0,0,1.0
88465,0.129392044,29,0,0.501573783,5400.0,6,0,2,0,0.0
64718,0.7804146390000001,46,0,0.672806592,4125.0,7,0,1,0,0.0
88890,0.003993155,53,0,0.00119952,2500.0,4,0,0,0,0.0
1815,0.064372318,41,0,1.083273338,4166.0,7,0,1,0,1.0
46076,0.493417032,34,0,0.645098584,3600.0,8,0,2,0,0.0
51849,0.75984803,31,1,0.189622479,5800.0,7,0,0,0,0.0
24311,0.052673771,68,0,0.109453543,6166.0,6,0,1,0,0.0
53775,0.025062187000000003,48,0,0.405711389,5917.0,12,0,2,0,3.0
15180,0.004369946,60,0,0.006372226,4550.0,5,0,0,0,2.0
47398,0.9999999,38,0,0.954385965,1994.0,5,0,1,0,1.0
62853,0.002735043,46,2,0.16818774399999994,2300.0,5,0,0,0,0.0
34736,0.600176186,67,0,1.083632315,8082.0,10,0,6,0,0.0
75785,0.005360962,43,0,0.418550992,6500.0,6,0,2,0,0.0
64796,0.215806708,55,1,0.55637603,14083.0,15,0,2,0,0.0
101736,0.00235381,63,1,0.276675955,6100.0,14,0,1,0,0.0
142989,0.577814367,40,0,0.389252267,13453.0,15,0,1,0,0.0
52315,0.43964009,49,0,0.059312591,11666.0,4,0,1,0,1.0
27632,0.060280513,36,1,0.911439981,4256.0,12,0,5,0,0.0
135082,0.085550838,43,0,0.020543587,11000.0,7,0,0,0,3.0
101006,0.375868539,44,0,0.54281744,5756.0,10,0,1,0,2.0
50917,1.874251497,29,1,0.844862055,2500.0,9,2,1,1,1.0
455,0.067901335,69,0,0.065493451,10000.0,5,0,1,0,0.0
91052,0.0,50,0,0.376905774,4000.0,15,0,1,0,3.0
118040,0.313124584,40,0,0.005197921,2500.0,3,0,0,0,0.0
123608,0.003722259,38,0,0.347958215,5264.0,12,0,1,0,0.0
23647,0.6165269560000001,41,0,0.306323483,3146.0,3,0,0,0,2.0
61458,0.425759456,57,0,0.519461516,6833.0,26,0,2,0,0.0
35755,0.08454161199999999,82,0,0.011578947,4749.0,4,0,0,0,0.0
65018,0.673460704,41,0,0.832655275,7373.0,13,0,3,0,0.0
16922,0.521459531,72,2,0.447051622,4900.0,16,0,2,0,0.0
147305,0.237872696,51,0,0.623420221,5063.0,16,0,2,0,0.0
37690,0.00516502,73,0,0.07084124,1580.0,15,0,0,0,0.0
68196,0.0,62,1,0.122406466,12000.0,10,1,2,0,3.0
31870,0.406043471,47,0,0.365932681,16666.0,23,0,2,0,3.0
111407,0.222227289,49,0,0.551689662,5000.0,17,0,1,0,2.0
139483,1.025365104,41,0,0.031994668,6000.0,8,0,0,0,4.0
75642,0.164244867,54,0,0.156321588,9166.0,7,0,1,0,2.0
525,0.062093267,42,0,0.230261579,8333.0,6,0,1,0,4.0
82804,0.059171449,71,0,0.84351261,3290.0,11,0,3,0,0.0
4816,0.9999999,21,0,0.0,1200.0,0,0,0,0,0.0
17397,0.0070807319999999984,71,0,0.16521975,3685.0,8,0,0,0,0.0
8178,0.890473968,56,0,0.194451032,12650.0,9,0,1,0,1.0
14847,0.133361616,37,0,0.541721224,8400.0,20,0,2,0,1.0
17417,0.142877746,52,0,0.046757452000000005,10500.0,13,0,0,0,0.0
22974,0.007810778000000002,75,0,0.169264069,2309.0,7,0,0,0,0.0
90234,0.014453888,59,0,0.002490378,4416.0,2,0,0,0,0.0
60839,0.003732836,55,1,0.693644315,8574.0,10,0,2,1,1.0
68127,0.91005291,50,2,0.45612042,3520.0,7,0,2,0,2.0
25686,0.0,42,0,0.680321873,2733.0,5,0,2,0,0.0
67608,0.0,30,0,0.797225187,1873.0,5,0,1,1,0.0
45304,0.9999999,36,0,0.22571848100000005,4766.0,2,0,1,0,1.0
92966,0.004899837,73,0,0.491188722,3120.0,5,0,1,0,0.0
74136,0.0,25,0,0.168193172,1200.0,6,0,0,0,0.0
75968,0.13465842,51,0,0.291024585,8500.0,13,0,2,0,1.0
99175,0.0,66,0,0.0,3393.0,3,0,0,0,0.0
29054,0.999929088,35,0,0.379374375,7000.0,5,0,1,0,1.0
100434,0.9999999,37,0,0.325094103,7969.0,3,0,1,0,3.0
101793,0.026645111000000003,30,0,0.124622181,4300.0,7,0,0,0,0.0
75657,0.564679415,26,1,0.140959726,2333.0,7,0,0,0,0.0
47297,0.0,51,0,0.125357102,8750.0,8,1,1,1,0.0
125759,0.010938863,27,0,0.898876404,800.0,10,0,0,0,0.0
59280,0.054994501,67,0,0.452432046,8387.0,4,0,2,0,0.0
123805,0.687044708,31,2,2.079738562,764.0,6,0,1,0,0.0
113914,0.006096578,32,0,0.162332647,7767.0,5,0,1,0,0.0
4364,0.878854857,47,0,0.598022694,8900.0,17,0,2,0,0.0
15854,0.349408084,46,0,0.694869625,13000.0,9,0,4,0,0.0
148020,0.036958522,44,0,0.466377802,12000.0,7,0,3,0,2.0
51630,0.010166536,63,0,0.185362927,3333.0,9,0,0,0,0.0
54776,0.179876344,46,0,0.47643183,3945.0,9,0,1,0,0.0
146123,0.005255048000000001,56,0,0.263122813,6000.0,14,0,1,0,0.0
91344,0.128314223,72,0,0.022853878,7000.0,24,0,0,0,0.0
133176,0.143769791,73,0,0.03006638,2560.0,4,0,0,0,0.0
45618,0.027950591,30,0,0.030876834,5861.0,15,0,0,0,0.0
92868,0.553070346,64,0,0.7182950359999999,5700.0,8,0,2,0,1.0
148726,0.746403458,32,0,0.534962257,5033.0,10,0,1,0,3.0
18157,0.044962530999999986,36,0,0.091984669,6000.0,2,0,0,0,0.0
83875,0.056733358,44,0,0.600985222,7916.0,14,0,4,0,2.0
59555,0.061981083,78,0,2.746779209,2250.0,18,0,3,0,0.0
92636,0.360377053,35,0,0.415234979,11000.0,7,0,2,0,3.0
148929,0.399438375,61,0,0.8655562170000001,1680.0,6,0,0,0,0.0
125982,0.6396778000000001,55,0,0.246648018,10366.0,11,0,3,1,1.0
134218,1.205980066,33,1,0.211738003,3083.0,4,0,0,0,4.0
139241,0.153924474,79,0,0.230576963,4800.0,9,0,1,0,0.0
127165,0.0017834110000000004,32,0,0.201159768,5000.0,9,0,1,0,0.0
101337,0.05740843,34,0,2.159680639,500.0,12,0,1,0,2.0
98913,0.0,79,2,0.494929296,7000.0,9,0,1,0,0.0
5875,0.7738563409999999,53,0,0.36994003,2667.0,6,0,1,0,0.0
42405,0.80954813,70,0,0.474521142,8300.0,8,0,1,0,0.0
16349,0.467001535,66,0,0.356301321,2800.0,5,0,1,0,0.0
113466,0.004292037,73,0,0.025069156,5783.0,18,0,0,0,0.0
86233,0.410556849,38,1,0.336898396,5235.0,8,0,0,0,0.0
108157,0.952210325,44,0,0.203567141,5830.0,6,0,0,0,2.0
15752,0.121546961,46,0,0.321971683,1906.0,6,0,0,0,3.0
148012,0.8451007540000001,36,3,0.944527736,2000.0,7,4,1,1,0.0
8815,0.004880836,89,0,0.000476145,10500.0,12,0,0,0,0.0
143122,0.084405558,39,0,0.034928089,6813.0,4,0,0,0,5.0
92496,0.032350477,51,0,0.34155335299999995,13016.0,11,0,2,0,0.0
47592,0.064582067,29,0,0.091503268,2600.0,8,0,0,0,0.0
93520,0.161179329,46,0,0.16913847699999998,6000.0,8,0,0,0,1.0
25535,1.0184795,61,3,0.932115527,4050.0,16,0,2,1,1.0
26023,0.34149101299999995,66,1,0.550414167,3500.0,6,0,1,0,0.0
129622,0.01806664,35,1,0.198114555,7000.0,11,0,1,0,1.0
65349,0.225670973,59,0,0.12903533,10500.0,9,0,2,0,0.0
102326,0.140492195,31,0,0.107664701,3900.0,7,0,1,0,0.0
97601,0.06852319,70,0,0.510111338,4400.0,16,0,2,0,1.0
3187,0.301250236,61,0,0.14608581699999998,9158.0,19,0,1,1,1.0
58212,0.024229867,48,0,0.213524728,17833.0,10,0,2,0,3.0
129181,0.289801135,39,0,0.466982373,3800.0,12,0,1,0,0.0
79221,0.523580115,40,0,0.681834383,8416.0,5,0,2,0,0.0
85089,0.293271952,48,1,0.929408482,3583.0,6,0,2,0,0.0
149415,0.416363015,56,0,0.422382671,12741.0,13,0,1,0,0.0
26999,0.002316256,70,0,0.265036148,6500.0,9,0,1,0,0.0
54512,0.0,36,0,0.0,2000.0,4,0,0,0,0.0
116545,0.675327047,58,0,0.376808555,9537.0,7,0,2,0,0.0
40899,0.111736922,34,0,0.486875656,6666.0,8,0,3,0,4.0
37296,0.9999999,48,0,0.0,2500.0,0,1,0,0,0.0
19082,0.551054225,46,0,0.425905598,5465.0,5,0,2,0,3.0
50451,0.068458929,52,2,0.268017223,14166.0,15,0,2,0,2.0
147744,0.935953351,60,0,1.124352332,4631.0,25,0,1,0,1.0
128876,0.245098193,63,0,0.140071986,3333.0,5,0,0,0,0.0
144450,1.001999,23,0,0.304397487,1750.0,5,0,0,0,0.0
93052,0.043131896,72,1,0.375359154,8700.0,4,0,2,0,1.0
95911,0.577003069,56,0,0.17858388600000002,8600.0,6,0,0,0,1.0
70850,0.003454476,79,0,0.151975684,6250.0,7,0,1,0,0.0
20643,0.279696822,56,0,0.278229569,7500.0,8,0,1,0,0.0
25383,0.98183299,51,4,0.7352185090000001,3500.0,9,0,0,0,1.0
96907,0.293653179,62,0,0.29129023800000003,11400.0,12,0,2,0,1.0
63935,0.178511907,44,0,0.477352265,10000.0,7,0,1,0,4.0
4220,0.489527972,67,0,0.16276744699999998,5000.0,6,0,0,0,0.0
147661,0.155951835,42,0,0.078279174,7600.0,6,0,0,0,2.0
141441,0.65407987,64,0,0.545595855,9649.0,11,0,1,0,1.0
43581,0.07322108299999999,55,0,0.207158892,8017.0,9,0,2,0,2.0
129167,0.188408948,78,0,0.054320988,5264.0,7,0,0,0,0.0
132645,0.08259714,71,0,0.233689979,7663.0,4,0,1,0,0.0
124596,0.9999999,35,0,0.298868256,9100.0,5,0,2,0,2.0
127320,0.222967343,38,0,0.367947436,7000.0,14,0,1,0,2.0
88316,0.006153711,81,0,0.00095229,10500.0,9,0,0,0,0.0
90671,0.502211985,35,1,0.373396773,4833.0,13,0,1,0,3.0
109280,0.0,61,0,0.005691432,6500.0,17,0,0,0,1.0
13658,0.252072314,55,0,0.149057592,19099.0,13,0,1,0,0.0
55108,0.0,75,0,0.000374953,2666.0,7,0,0,0,0.0
44284,0.286361545,44,0,0.246318065,7400.0,6,0,0,0,3.0
5523,0.603339666,67,1,0.033671519,6800.0,6,0,1,0,0.0
77969,0.9999999,30,0,0.109942136,1900.0,1,0,0,0,0.0
126278,0.03739626,37,3,0.489981316,15520.0,10,0,6,0,0.0
34075,0.045360182,60,0,0.293078547,9000.0,11,0,2,0,3.0
19137,0.289542902,61,0,0.507123219,4000.0,10,0,2,0,0.0
80942,0.8927830379999999,43,0,0.555760709,10831.0,15,0,1,0,2.0
25968,0.040326547,46,0,1.090316978,2302.0,6,0,2,0,2.0
8373,0.345861655,40,0,0.15964141,11600.0,8,0,1,0,2.0
56543,0.079683438,70,0,0.078723032,40000.0,4,0,1,0,0.0
26307,0.083116583,36,0,0.225462423,6000.0,3,0,1,0,0.0
7499,0.0,35,0,0.7974082859999999,5478.0,9,0,5,0,0.0
54339,0.0,73,0,0.272329794,1600.0,5,0,0,0,0.0
43133,0.104807051,53,0,0.111675127,4333.0,2,0,1,0,1.0
118644,0.012008,51,0,0.0031956,13455.0,10,0,0,0,1.0
117777,0.303998735,40,0,0.377164661,6813.0,18,0,1,0,1.0
107659,0.097516001,78,1,0.257580806,3000.0,15,0,0,0,0.0
134898,0.081680751,46,0,0.210708578,7507.0,3,0,1,0,0.0
25809,0.439105231,60,0,0.265455757,6000.0,7,0,1,0,0.0
120922,0.328048419,79,0,0.396484821,4380.0,6,0,1,0,1.0
8144,0.5359727910000001,66,0,0.957708385,4066.0,10,0,3,0,0.0
94050,0.5476726160000001,57,0,0.337865941,6250.0,8,0,1,0,1.0
129556,0.037138986,57,0,0.7763897559999999,1600.0,4,0,1,0,0.0
127131,0.019599564,65,0,0.030993801,5000.0,6,0,0,0,0.0
5018,0.288108449,78,0,0.361340021,5581.0,15,0,1,0,0.0
110166,0.0,51,0,0.491263783,5894.0,12,0,3,0,3.0
64061,0.265929602,59,0,0.484703059,6667.0,14,0,1,0,1.0
145038,0.758697628,55,0,0.326138708,6300.0,10,0,0,0,0.0
99409,0.006928576999999999,53,0,0.792441512,5000.0,17,0,2,0,2.0
75402,0.079270595,78,0,0.226733292,1600.0,15,0,0,0,0.0
71525,0.116362597,55,1,0.332212682,19333.0,23,0,2,0,1.0
93119,0.81498829,56,0,0.482559736,3640.0,7,0,1,0,1.0
16948,0.026151145,56,0,0.713337989,2863.0,17,0,1,0,1.0
146248,0.053114589,46,0,0.011569873,4407.0,6,0,0,0,0.0
146055,0.592471737,35,0,0.492141111,5725.0,16,0,2,0,2.0
27182,0.17444532699999998,40,0,0.270572264,9575.0,18,0,2,0,5.0
21001,0.162505645,63,0,0.626373626,3912.0,9,0,2,0,0.0
78876,0.029289262000000007,64,0,0.096707464,5800.0,17,0,0,0,0.0
35979,0.6769971690000001,28,0,0.412401394,5450.0,9,0,0,0,3.0
71955,0.043940001,31,0,0.423294265,9555.0,11,0,3,0,0.0
69988,0.635748138,37,0,0.52567015,2200.0,20,0,0,0,0.0
72129,0.216230164,66,0,0.344889689,2220.0,4,0,1,0,1.0
27552,0.042472893,49,0,0.379745884,13300.0,15,0,2,0,1.0
37220,0.122655975,67,0,0.379846684,9000.0,18,0,5,0,0.0
142377,0.981061052,40,5,0.166201243,11100.0,4,1,0,1,0.0
101696,0.012471777,35,0,0.489711934,1700.0,6,0,0,0,0.0
149196,0.06956670400000001,93,0,0.00315416,7608.0,3,0,0,0,0.0
62201,0.201796331,36,0,0.268774704,6830.0,3,1,1,0,3.0
119661,0.0,24,0,0.005994006,1000.0,1,0,0,0,0.0
73056,0.230218209,66,0,0.70003529,8500.0,29,0,2,0,0.0
53867,0.7002741140000001,58,0,0.464830752,8714.0,9,0,1,0,0.0
35021,0.065055284,57,0,0.060429594,10474.0,5,0,1,0,1.0
28834,0.080621124,29,1,0.203330535,7145.0,10,0,1,0,2.0
25098,0.724020543,64,0,0.293797865,25200.0,15,0,3,0,1.0
69907,0.182199643,46,0,0.302671047,7000.0,11,0,2,0,2.0
143058,0.6551149620000001,49,2,0.236454533,7400.0,10,1,1,0,0.0
112140,0.227245405,46,0,0.407434139,5541.0,12,0,1,0,2.0
30458,0.7500675659999999,46,0,0.35417843,7083.0,14,0,1,0,0.0
104865,0.302449652,61,0,0.451654491,6980.0,9,0,1,0,1.0
94924,0.029340818,69,0,0.502774573,18200.0,10,0,4,0,1.0
146394,0.033588,73,0,0.246584089,7830.0,10,0,1,0,0.0
13615,0.004479642,32,1,0.17733990100000002,2232.0,6,2,0,2,0.0
45223,0.946108664,34,1,0.7301310040000001,2289.0,9,0,1,0,2.0
123465,0.037744591,51,0,0.124175165,3333.0,9,0,0,0,3.0
100698,0.428916244,62,0,0.31762065100000003,2672.0,12,0,0,0,0.0
88736,0.9999999,42,1,0.115819545,8400.0,0,0,0,0,0.0
140943,0.24179823600000006,70,0,0.566349206,6299.0,11,0,1,0,1.0
53468,0.0,65,0,0.0060901340000000005,22166.0,9,0,1,0,0.0
62273,0.002585068,46,0,0.1407485,10500.0,22,0,1,0,0.0
92618,0.9999999,33,0,0.060507834,1850.0,0,1,0,0,0.0
11067,0.033820138,25,0,0.053682896,800.0,1,0,0,0,0.0
73844,0.0,45,0,0.115091211,3014.0,6,0,1,0,0.0
39230,0.02899855,36,0,0.431009199,7500.0,5,0,2,0,0.0
47283,0.531819456,31,0,0.122575485,5000.0,5,0,0,0,0.0
79068,0.062917218,48,0,0.195976944,8500.0,5,0,2,0,0.0
100738,0.013113313,53,0,0.204960836,3829.0,5,0,2,0,0.0
40905,0.7390706859999999,44,0,0.272359425,7166.0,15,0,0,0,1.0
60849,0.124884264,53,0,0.285797985,8533.0,4,0,1,0,2.0
73356,0.334613743,58,0,0.463594219,3666.0,8,0,1,0,0.0
100536,0.13850366,47,0,0.687708292,5100.0,8,0,2,0,2.0
1346,0.04569372,49,0,0.300174956,4000.0,14,0,1,0,1.0
87746,0.828658302,50,0,0.48774316,6322.0,9,0,1,0,2.0
27131,0.021998977000000003,45,0,0.16162707,8333.0,5,2,1,0,2.0
142620,0.180001412,40,0,0.190393393,4600.0,7,0,1,0,1.0
35260,0.39550418,58,0,0.667922341,3450.0,5,0,1,0,0.0
110913,0.17009253800000002,44,0,0.212889211,5523.0,17,0,0,0,1.0
1268,0.015200908,63,0,0.007998609,5750.0,3,0,0,0,0.0
141286,0.140845276,63,0,0.325739614,9700.0,16,0,2,0,0.0
28210,0.174614635,52,0,0.471241591,19176.0,13,0,6,0,0.0
119985,0.000114282,48,0,0.251718535,8000.0,6,0,2,0,3.0
114403,0.0,63,0,0.193727985,8800.0,9,0,2,0,1.0
7080,0.102702249,68,0,0.18904767100000006,9166.0,6,0,2,0,1.0
109546,0.127879697,49,0,0.8003748829999999,3200.0,6,0,1,0,0.0
88596,0.195555556,63,0,0.234234234,10322.0,9,0,1,0,0.0
70329,0.17259292,60,0,0.144097679,19000.0,12,0,2,0,0.0
94216,0.9999999,30,0,0.0,2950.0,0,0,0,0,0.0
69736,0.5474989060000001,59,0,0.382468128,12000.0,7,0,2,0,1.0
40206,0.022244284,58,0,0.078427016,4500.0,8,0,0,0,2.0
29792,0.089820359,23,0,0.29481574,1600.0,5,0,0,0,0.0
108708,0.033207642,67,0,0.01219756,5000.0,9,0,0,0,2.0
117492,0.002180766,69,0,0.261489699,4416.0,10,0,1,0,0.0
2073,0.377588854,34,0,0.117312917,4048.0,5,0,0,0,0.0
132655,0.037881829,53,0,0.19220824,5800.0,7,0,2,0,2.0
62596,0.017117311,84,0,0.004516241,5756.0,5,0,0,0,0.0
59542,0.238753796,80,0,0.228192952,4000.0,13,0,0,0,0.0
106074,1.044711014,33,1,0.773572965,7900.0,7,0,1,0,3.0
144353,0.9999999,85,0,0.0,5243.0,2,0,0,0,0.0
8168,0.150342471,64,0,0.284387945,7000.0,7,0,1,0,1.0
64971,0.084253255,40,0,0.099274175,4270.0,4,0,0,1,5.0
3076,1.013746563,43,1,0.165619646,1750.0,6,0,0,1,1.0
106498,0.763215786,44,0,0.004573272,75000.0,1,0,0,0,4.0
56307,0.20093553,56,0,0.364568499,3510.0,7,0,0,0,0.0
78365,0.0,56,0,0.478772044,1530.0,6,0,1,0,0.0
149258,0.060573486,59,0,0.182255771,9140.0,2,0,1,0,0.0
32847,0.13579218,70,0,0.152855994,8700.0,16,0,0,0,0.0
122456,0.7544275029999999,64,3,0.906798818,5750.0,15,0,3,3,1.0
115431,0.907618645,50,1,0.379419654,4100.0,8,0,2,1,0.0
15153,0.592348575,56,0,0.6050955410000001,6750.0,20,0,1,0,0.0
128208,0.854338189,60,0,0.371669992,8520.0,8,0,1,0,0.0
47739,0.742938667,51,0,0.517530251,3222.0,8,0,1,0,3.0
113794,0.126321841,63,0,0.496209182,16750.0,9,0,4,0,0.0
21977,0.457004759,49,0,0.302579252,8800.0,16,0,1,0,1.0
41390,0.661135708,46,0,0.564065159,4112.0,8,0,2,0,1.0
66579,0.037105063,38,0,0.360727854,5000.0,12,0,1,1,0.0
101988,0.033431273,71,0,0.304252521,2280.0,7,0,1,0,0.0
23096,0.0,23,0,0.105947026,2000.0,2,0,0,0,0.0
112591,0.578269597,61,0,0.203479178,5690.0,13,0,2,0,0.0
143239,0.8128491040000001,40,0,0.290662382,5600.0,4,0,0,0,1.0
45490,0.00634439,78,0,0.106563422,2711.0,5,0,0,0,0.0
46035,0.023879093,45,0,0.001294858,5405.0,5,0,0,0,0.0
143408,0.072124797,56,0,0.023356996,4366.0,6,0,0,0,0.0
38816,0.000945001,70,0,0.003149843,20000.0,11,0,0,0,0.0
45205,0.024844335,71,0,0.789727831,6833.0,11,0,3,0,0.0
21255,0.791866555,38,4,0.709716114,2500.0,9,0,1,0,2.0
143104,0.339422093,32,0,0.367751318,5500.0,6,0,2,0,2.0
120564,0.002545146,60,0,0.32666807,4750.0,5,0,1,0,0.0
80958,0.291781319,48,0,0.163519218,4500.0,5,0,0,0,1.0
18226,0.069672715,71,0,0.478877781,3100.0,12,0,1,0,0.0
140284,1.003097719,33,0,1.179487179,2300.0,17,0,2,0,1.0
55681,0.013519933,53,0,0.16837398399999998,12299.0,9,0,2,0,2.0
8105,0.6322868,55,1,0.734678625,2675.0,14,0,0,0,0.0
50615,0.9999999,29,0,0.018865409,15000.0,1,4,0,0,0.0
118277,0.9999999,25,0,0.0011104939999999998,1800.0,0,0,0,0,0.0
93091,0.17767993699999998,56,0,0.22114699,9816.0,7,0,1,0,0.0
67225,0.243978784,40,0,0.45697965,2800.0,8,0,2,0,0.0
120624,0.941138526,28,0,0.308996089,2300.0,4,1,0,0,0.0
27751,0.925749959,55,0,0.922963587,4750.0,9,0,2,1,1.0
134686,0.637664871,34,0,0.576883232,6756.0,9,0,2,0,0.0
127432,0.452124287,59,0,0.131997854,5590.0,6,0,0,0,0.0
99984,1.115554921,44,2,0.421330371,7200.0,5,1,1,1,1.0
13392,0.08686894099999999,60,0,0.356587425,4500.0,11,0,0,0,1.0
29754,0.9999999,45,0,0.250868878,3164.0,2,0,0,0,0.0
95622,0.068188137,46,0,0.520153774,8583.0,10,0,2,0,1.0
59202,0.9999999,63,4,0.5449654110000001,3902.0,6,1,2,1,0.0
23085,0.030125352,65,0,0.210548763,7033.0,14,0,1,0,2.0
69689,0.129087002,62,0,0.455077846,7000.0,12,0,2,0,0.0
2991,0.446806594,56,0,0.12078853,2789.0,5,1,0,0,1.0
59755,0.006941635,74,0,0.00359928,3333.0,7,0,0,0,0.0
5063,0.90171906,43,0,0.761709121,3650.0,5,0,1,0,0.0
61177,0.179494391,63,0,0.442011046,5250.0,5,0,2,0,0.0
29743,0.105148087,85,0,0.308500914,2187.0,14,0,1,0,0.0
84362,0.076227837,85,0,0.009688013,6089.0,3,0,0,0,0.0
61766,0.938124882,25,1,0.31200453,3531.0,10,0,0,0,0.0
116644,0.16928738699999998,46,0,0.258103605,3300.0,6,0,1,0,2.0
56406,0.242667654,63,0,0.393744764,3580.0,17,0,1,0,0.0
52817,0.017006405,75,0,0.008294343000000001,4701.0,6,0,0,0,0.0
114591,0.558620595,53,0,0.935884178,2900.0,8,0,1,0,0.0
111761,0.003645023,48,0,0.21188941100000006,9150.0,4,0,1,0,3.0
66601,0.304008717,53,0,0.559298569,6500.0,8,0,2,0,3.0
134059,0.190532516,43,0,0.237176282,10000.0,10,0,2,0,0.0
77866,0.061220155,62,0,0.443827809,6666.0,7,0,1,0,3.0
22458,0.862518022,43,0,0.4538072420000001,7511.0,5,0,2,0,5.0
49863,0.262647543,45,0,0.460128723,9166.0,22,0,1,0,2.0
37595,0.130220414,57,0,0.5866840729999999,7659.0,5,0,1,0,0.0
21248,0.004120713,44,0,0.891656063,5500.0,4,0,2,0,3.0
1695,0.306338732,57,0,0.376373626,6915.0,12,0,3,0,2.0
123545,0.712340227,51,0,0.638002109,10430.0,14,1,3,0,3.0
65662,0.098964441,61,0,0.17841838699999998,7700.0,18,0,1,0,0.0
50933,0.957644772,28,3,0.136884203,5500.0,5,0,0,0,0.0
137316,0.07202136099999999,65,1,0.312027726,17600.0,16,0,3,0,0.0
12324,0.013907827,55,0,0.25934179,5833.0,6,0,1,0,0.0
9183,0.028792472000000006,69,0,0.405321533,17400.0,18,0,4,0,1.0
135384,0.144514668,35,0,0.040647968,20000.0,6,0,0,0,0.0
145598,0.011899405,59,0,0.011899515,2268.0,6,0,0,0,0.0
107416,0.017586017,79,0,0.25464055,9750.0,14,0,1,0,1.0
89978,0.183257132,47,0,0.411641321,1906.0,9,0,0,0,2.0
117543,0.9999999,39,0,1.00660502,2270.0,5,0,1,0,0.0
120738,0.514458642,48,0,0.16747208800000002,6000.0,7,0,0,0,3.0
51877,0.144350314,63,0,0.174277956,8101.0,12,0,0,0,0.0
104008,0.940108893,33,0,0.064393561,10000.0,3,1,0,0,1.0
120190,0.017744094,61,0,0.187194652,11666.0,10,0,1,0,0.0
111694,0.0,53,0,0.597616865,12000.0,6,0,2,0,2.0
9636,0.024426907,45,1,1.8,1084.0,7,0,1,0,0.0
52991,0.057555485,45,0,0.19173995,6367.0,7,0,2,0,2.0
43975,0.8382161779999999,52,0,0.267323281,11472.0,8,0,1,0,2.0
91308,0.186688355,78,0,0.052236941,4000.0,10,0,0,0,0.0
106455,0.017352212,45,0,0.33122292600000003,3000.0,7,0,0,0,0.0
138391,0.041063673,70,0,0.008831717,10416.0,6,0,0,0,0.0
10119,0.232777031,55,0,0.284239726,15500.0,11,0,2,0,3.0
28828,0.018076792,72,0,0.121454994,4865.0,17,0,2,0,0.0
66734,0.0,43,0,0.208955224,13600.0,6,0,1,0,1.0
113852,0.887164635,48,2,0.275377792,12175.0,12,0,2,0,4.0
39642,0.52710085,50,3,0.467539553,5498.0,15,1,1,1,1.0
119157,0.018575351,63,0,0.201971147,7000.0,6,0,1,0,1.0
38922,0.899728997,55,2,0.335320163,5871.0,7,0,1,0,0.0
7216,0.176649946,34,0,0.5818824810000001,3675.0,8,0,1,0,1.0
148852,0.101676652,59,0,0.903208837,1900.0,6,1,1,0,0.0
93926,0.9999999,62,0,0.07344632799999999,2300.0,1,0,1,0,0.0
146274,0.78674263,57,0,0.544702942,5200.0,12,0,1,0,0.0
7651,0.582121421,59,0,0.941096264,3666.0,17,0,1,0,0.0
23902,0.23825862,51,0,2.610356805,3166.0,17,0,3,0,3.0
122598,0.548064919,67,1,0.7156475240000001,4300.0,7,0,1,0,0.0
55191,0.04385176,48,0,0.31755153,8004.0,6,0,1,0,2.0
66365,1.235880399,38,1,0.036304962,2478.0,3,1,0,0,4.0
5594,0.083269167,49,0,0.34773218100000003,12500.0,9,0,1,0,4.0
18594,0.429718307,54,3,0.50651328,5910.0,18,0,1,0,2.0
100890,0.9999999,45,1,0.121491734,2600.0,1,0,0,0,0.0
87879,0.53232615,48,0,0.376314429,5800.0,7,0,1,0,2.0
140366,0.213577148,34,0,0.88574149,4200.0,12,0,1,0,1.0
11598,0.044090924,47,2,0.720263987,13333.0,16,0,7,0,4.0
52063,0.118391139,62,0,0.32861049,8045.0,12,0,1,0,0.0
108820,0.0,41,1,0.07625204,15933.0,10,0,0,0,2.0
11329,0.329451968,64,0,0.335514358,2750.0,8,0,0,0,0.0
5778,0.0,43,4,1.809095216,2110.0,12,0,2,0,3.0
104853,0.251199653,54,0,0.7713801859999999,1180.0,9,0,0,0,0.0
102916,0.032988023,75,0,0.005683924,8092.0,5,0,0,0,0.0
33804,0.9999999,50,0,0.578555473,1342.0,2,0,1,0,0.0
53812,0.7616079840000001,49,1,0.6945898779999999,4583.0,14,0,1,0,0.0
111315,0.297601613,30,1,0.357264274,10000.0,20,0,2,0,0.0
64447,0.841451032,31,0,0.297610501,9750.0,10,0,2,0,0.0
85786,0.045392047000000005,59,0,0.060424469,12014.0,7,0,0,0,1.0
140607,0.650060954,44,0,0.624254153,6200.0,10,1,1,0,2.0
118858,0.623135075,36,0,0.440555907,7914.0,10,0,2,0,2.0
